MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,TotalBsmtSF,RoofMatl,BedroomAbvGr,Foundation,HouseStyle,CentralAir,ExterCond,GrLivArea,Fireplaces,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageArea,PavedDrive,SalePrice,Age
50,RL,7200,AllPub,SWISU,7,731,CompShg,3,BrkTil,1.5Fin,Y,TA,1768,2,1,7,Detchd,240,Y,175000,70
60,RL,12798,AllPub,ClearCr,5,616,CompShg,4,PConc,2Story,Y,TA,1688,0,1,8,Attchd,603,Y,200000,11
30,RM,4800,AllPub,IDOTRR,7,1196,CompShg,2,CBlock,1Story,Y,TA,1196,0,1,5,Detchd,440,Y,109900,91
60,RL,8199,AllPub,CollgCr,5,728,CompShg,3,PConc,2Story,Y,TA,1456,1,1,7,Attchd,410,Y,189000,3
60,RL,13891,AllPub,NridgHt,5,1734,CompShg,4,PConc,2Story,Y,TA,2822,1,1,12,BuiltIn,1020,Y,582933,1
20,RL,9000,AllPub,NAmes,5,936,CompShg,2,CBlock,1Story,Y,TA,1128,0,1,5,Attchd,286,Y,118000,52
20,RL,12274,AllPub,Somerst,5,1417,CompShg,3,PConc,1Story,Y,TA,1428,0,1,6,Attchd,554,Y,227680,0
80,RL,9750,AllPub,NAmes,5,980,CompShg,3,PConc,SLvl,Y,TA,980,0,1,6,Attchd,384,Y,135500,39
70,RL,21384,AllPub,BrkSide,6,1324,CompShg,3,CBlock,2Story,Y,TA,1576,1,1,6,Attchd,528,Y,223500,86
80,RL,13400,AllPub,NAmes,5,1024,CompShg,3,CBlock,SLvl,Y,TA,1086,1,1,6,Attchd,484,Y,159950,40
75,RM,8100,AllPub,OldTown,5,849,CompShg,2,PConc,2.5Unf,N,TA,2138,0,3,11,Detchd,360,N,106000,111
20,RL,10140,AllPub,NWAmes,6,1040,CompShg,3,CBlock,1Story,Y,TA,1309,1,1,5,Attchd,484,Y,181000,32
120,RM,4438,AllPub,CollgCr,5,848,CompShg,1,PConc,1Story,Y,TA,848,1,1,4,Attchd,420,Y,144500,4
20,C (all),8712,AllPub,IDOTRR,5,540,CompShg,2,CBlock,1Story,N,TA,1044,0,1,4,Basment,504,N,55993,58
20,RL,9750,AllPub,NAmes,6,1442,CompShg,4,CBlock,1Story,Y,TA,1442,0,1,7,Attchd,301,Y,157900,49
50,RL,8248,AllPub,Edwards,7,686,CompShg,3,BrkTil,1.5Fin,Y,TA,1250,0,1,7,Detchd,280,P,116000,88
20,RL,12137,AllPub,CollgCr,5,1649,CompShg,3,PConc,1Story,Y,TA,1661,0,1,6,Attchd,598,Y,224900,12
20,RL,11425,AllPub,NAmes,6,1008,CompShg,2,CBlock,1Story,Y,TA,1008,1,1,4,Attchd,275,Y,137000,52
20,RL,13265,AllPub,Mitchel,5,1568,CompShg,3,PConc,1Story,Y,TA,1689,2,1,7,Attchd,857,Y,271000,6
80,RL,8816,AllPub,ClearCr,7,1010,CompShg,3,CBlock,SLvl,Y,TA,1052,0,1,6,Attchd,440,Y,155000,39
120,RL,6371,AllPub,NridgHt,5,1358,CompShg,2,PConc,1Story,Y,TA,1358,1,1,6,Attchd,484,Y,224000,1
60,RL,7226,AllPub,CollgCr,5,798,CompShg,3,PConc,2Story,Y,TA,1640,0,1,6,Attchd,595,Y,183000,5
20,RM,6000,AllPub,OldTown,4,936,CompShg,2,CBlock,1Story,N,TA,936,0,1,4,Detchd,576,Y,93000,56
60,RL,12394,AllPub,Gilbert,5,847,CompShg,3,PConc,2Story,Y,TA,1733,1,1,7,BuiltIn,433,Y,225000,4
50,RL,9900,AllPub,SWISU,7,778,CompShg,3,BrkTil,1.5Fin,Y,TA,1489,1,1,7,Detchd,240,Y,139500,69
20,FV,11216,AllPub,Somerst,5,1489,CompShg,3,PConc,1Story,Y,TA,1489,1,1,7,Attchd,776,Y,232600,0
20,RL,14803,AllPub,NridgHt,5,2078,CompShg,2,PConc,1Story,Y,TA,2084,1,1,7,Attchd,1220,Y,385000,1
45,RM,6130,AllPub,BrkSide,6,784,CompShg,2,BrkTil,1.5Unf,Y,TA,784,0,1,5,,0,Y,109500,84
20,RL,8529,AllPub,SawyerW,5,1454,CompShg,3,PConc,1Story,Y,TA,1434,1,1,6,Attchd,527,Y,189000,8
60,RL,28698,AllPub,ClearCr,5,1013,Tar&Grv,3,PConc,2Story,Y,TA,2126,0,1,7,Attchd,538,Y,185000,42
160,FV,2544,AllPub,Somerst,5,600,CompShg,2,PConc,2Story,Y,TA,1223,0,1,4,Detchd,480,Y,147400,1
20,RL,11900,AllPub,NAmes,5,1392,CompShg,3,CBlock,1Story,Y,TA,1392,2,1,6,Attchd,458,Y,166000,51
160,FV,3180,AllPub,Somerst,5,600,CompShg,2,PConc,2Story,Y,TA,1200,0,1,4,Detchd,480,Y,151000,1
60,RL,9548,AllPub,CollgCr,6,941,CompShg,3,PConc,2Story,Y,TA,1829,1,1,7,Attchd,613,Y,237000,7
20,RL,10004,AllPub,NAmes,6,1516,CompShg,3,CBlock,1Story,Y,TA,1516,0,1,6,Attchd,472,Y,167000,45
20,RL,7875,AllPub,NAmes,6,1144,CompShg,3,CBlock,1Story,Y,TA,1144,0,1,6,Attchd,456,Y,139950,47
20,RL,9600,AllPub,Sawyer,7,1067,CompShg,2,CBlock,1Story,Y,TA,1067,0,1,4,Attchd,436,Y,128000,60
30,RM,8100,AllPub,OldTown,6,1559,CompShg,2,BrkTil,1Story,Y,TA,1559,0,1,5,Detchd,812,Y,153500,59
160,RM,1680,AllPub,BrDale,5,483,CompShg,2,CBlock,2Story,Y,TA,987,0,1,5,Detchd,264,Y,100000,35
20,RL,9525,AllPub,CollgCr,6,1099,CompShg,3,PConc,1Story,Y,TA,1099,0,1,6,Attchd,352,Y,144000,13
50,RL,11767,AllPub,Edwards,6,768,CompShg,3,CBlock,1.5Fin,Y,TA,1200,0,1,6,Detchd,240,Y,130500,62
70,RH,12155,AllPub,SWISU,8,672,CompShg,4,BrkTil,2Story,N,TA,1482,0,1,7,Detchd,400,P,140000,83
70,RM,10440,AllPub,OldTown,8,650,CompShg,3,PConc,2Story,Y,TA,1539,1,1,8,Detchd,686,P,157500,104
80,RL,9020,AllPub,NAmes,7,1127,CompShg,3,CBlock,SLvl,Y,TA,1165,0,1,6,Attchd,490,Y,174900,42
90,RL,8000,AllPub,NAmes,4,1800,CompShg,6,CBlock,1Story,N,TA,1800,0,2,10,,0,Y,141000,46
50,RM,12665,AllPub,OldTown,8,876,CompShg,4,BrkTil,1.5Fin,Y,TA,1416,1,1,7,Detchd,720,Y,153900,93
85,RL,16647,AllPub,Sawyer,5,1390,CompShg,3,CBlock,SFoyer,Y,TA,1701,2,1,6,Basment,611,Y,171000,32
60,RL,9317,AllPub,SawyerW,5,740,CompShg,3,PConc,2Story,Y,TA,1775,1,1,7,Attchd,425,Y,213000,16
20,RL,15523,AllPub,CollgCr,6,864,CompShg,3,CBlock,1Story,Y,TA,864,1,1,5,Attchd,338,Y,133500,37
50,RL,45600,AllPub,ClearCr,8,907,CompShg,5,BrkTil,1.5Fin,Y,TA,2358,1,1,10,Detchd,360,Y,240000,100
80,RL,9600,AllPub,Veenker,7,528,CompShg,3,CBlock,SLvl,Y,Gd,1855,1,1,7,Attchd,512,Y,187000,31
120,RM,4435,AllPub,CollgCr,5,848,CompShg,1,PConc,1Story,Y,TA,848,0,1,3,Attchd,420,Y,131500,4
120,RL,3196,AllPub,Blmngtn,5,1273,CompShg,2,PConc,1Story,Y,TA,1456,1,1,7,Attchd,400,Y,215000,3
75,RL,7128,AllPub,Crawfor,5,918,CompShg,4,CBlock,2.5Unf,Y,Gd,1646,2,1,7,Detchd,240,Y,164000,66
80,RL,12095,AllPub,NAmes,6,1127,CompShg,3,CBlock,SLvl,Y,Gd,1445,1,1,7,Attchd,645,Y,158000,45
20,RL,17920,AllPub,Sawyer,4,1763,CompShg,3,CBlock,1Story,Y,TA,1779,1,1,6,Attchd,454,Y,170000,51
20,RL,6897,AllPub,Sawyer,8,1040,CompShg,3,CBlock,1Story,Y,Gd,1040,0,1,6,Detchd,260,Y,127000,48
80,RL,10970,AllPub,CollgCr,6,940,CompShg,3,CBlock,SLvl,Y,TA,1026,0,1,5,Detchd,576,Y,147000,30
60,RL,8125,AllPub,Gilbert,5,702,CompShg,3,PConc,2Story,Y,TA,1481,1,1,6,Attchd,343,Y,174000,15
20,RL,10400,AllPub,NWAmes,5,1090,CompShg,3,CBlock,1Story,Y,TA,1370,1,1,6,Attchd,479,Y,152000,33
60,RL,11029,AllPub,NWAmes,7,1054,CompShg,4,CBlock,2Story,Y,TA,2654,1,1,9,Attchd,619,Y,250000,38
50,RL,7642,AllPub,Crawfor,8,912,CompShg,3,BrkTil,1.5Fin,Y,TA,1426,1,1,7,Detchd,216,Y,189950,89
190,RL,11625,AllPub,Sawyer,4,1039,CompShg,3,PConc,1Story,Y,TA,1039,0,1,6,Attchd,504,Y,131500,45
20,RL,9672,AllPub,SawyerW,5,1040,CompShg,3,PConc,1Story,Y,TA,1097,0,1,6,Attchd,480,Y,152000,26
20,RL,7931,AllPub,NAmes,5,1148,CompShg,3,CBlock,1Story,Y,TA,1148,0,1,6,Attchd,672,Y,132500,50
20,FV,8640,AllPub,Somerst,5,1372,CompShg,3,PConc,1Story,Y,TA,1372,0,1,6,Attchd,529,Y,250580,1
20,RL,8750,AllPub,NAmes,6,1002,CompShg,3,CBlock,1Story,Y,TA,1002,0,1,5,Detchd,902,Y,148500,39
20,RL,10656,AllPub,Timber,5,1638,CompShg,3,PConc,1Story,Y,TA,1646,1,1,6,Attchd,870,Y,248900,1
20,RL,6970,AllPub,Sawyer,5,1040,CompShg,3,CBlock,1Story,Y,TA,1120,0,1,5,Attchd,544,Y,129000,46
60,RL,14762,AllPub,Gilbert,6,0,CompShg,2,Slab,2Story,Y,TA,2320,1,1,7,Attchd,672,P,169000,58
60,RL,9938,AllPub,SawyerW,5,1050,CompShg,3,PConc,2Story,Y,TA,1949,1,1,8,Attchd,574,Y,236000,17
20,RL,6600,AllPub,NAmes,5,894,CompShg,2,CBlock,1Story,N,TA,894,0,1,5,Detchd,308,Y,109500,47
60,RL,8750,AllPub,CollgCr,5,804,CompShg,3,PConc,2Story,Y,TA,1682,0,1,7,Attchd,523,Y,200500,12
20,RL,8892,AllPub,NAmes,7,105,CompShg,3,Stone,1Story,Y,TA,910,0,1,5,Attchd,414,Y,116000,55
40,RL,12144,AllPub,NAmes,7,832,CompShg,3,CBlock,1Story,Y,TA,1268,1,1,6,Attchd,288,Y,133000,60
50,RM,5720,AllPub,OldTown,6,676,CompShg,3,CBlock,1.5Fin,Y,TA,1131,0,1,5,Detchd,200,Y,66500,68
60,FV,9000,AllPub,Somerst,5,1184,CompShg,4,PConc,2Story,Y,TA,2610,1,1,11,BuiltIn,550,Y,303477,0
20,RL,25286,AllPub,Mitchel,5,1064,CompShg,3,PConc,1Story,Y,TA,1040,0,1,5,Attchd,648,Y,132250,44
60,RL,8834,AllPub,NridgHt,5,1462,CompShg,4,PConc,2Story,Y,TA,2224,1,1,10,Attchd,738,Y,350000,5
85,RL,11782,AllPub,Sawyer,7,1109,CompShg,3,CBlock,SFoyer,Y,TA,1155,0,1,6,Detchd,576,Y,148000,49
20,RL,7000,AllPub,CollgCr,8,864,CompShg,3,CBlock,1Story,Y,Gd,864,0,1,6,Attchd,336,Y,136500,31
20,RL,7024,AllPub,Edwards,5,1090,CompShg,2,PConc,1Story,Y,TA,1090,0,1,5,Attchd,450,Y,157000,2
50,RL,13758,AllPub,Timber,5,1156,CompShg,3,CBlock,1.5Fin,Y,Gd,1717,1,1,7,Attchd,400,Y,187500,17
60,RL,9636,AllPub,Gilbert,5,808,CompShg,3,PConc,2Story,Y,TA,1593,1,1,7,BuiltIn,389,Y,178000,17
75,RL,6204,AllPub,SWISU,5,795,CompShg,5,PConc,2.5Fin,N,TA,2230,0,1,10,Detchd,440,Y,118500,94
20,RL,7150,AllPub,NAmes,5,892,CompShg,3,CBlock,1Story,Y,TA,892,0,1,5,Attchd,288,Y,100000,42
120,FV,5119,AllPub,Somerst,5,1698,CompShg,2,PConc,1Story,Y,TA,1709,1,1,5,Attchd,506,Y,328900,9
90,RL,8393,AllPub,NAmes,5,1626,CompShg,4,CBlock,1Story,Y,TA,1712,0,2,8,Attchd,588,Y,145000,47
50,RL,16466,AllPub,Edwards,7,816,CompShg,3,PConc,1.5Fin,Y,Gd,1393,0,1,8,Attchd,300,Y,135500,53
20,RL,15865,AllPub,NAmes,6,2217,Tar&Grv,4,PConc,1Story,Y,Gd,2217,1,1,8,Attchd,621,Y,268000,37
20,RL,12160,AllPub,NAmes,4,1505,CompShg,2,CBlock,1Story,Y,TA,1505,1,1,6,Attchd,505,Y,149500,56
50,RL,8064,AllPub,NAmes,7,672,CompShg,3,CBlock,1.5Fin,Y,Gd,924,1,1,6,Detchd,576,Y,122900,58
60,RL,11184,AllPub,Sawyer,5,918,CompShg,3,CBlock,2Story,Y,TA,1683,1,1,7,Attchd,440,Y,172500,31
20,RL,8414,AllPub,Sawyer,8,1059,CompShg,3,CBlock,1Story,Y,TA,1068,0,1,6,Attchd,264,Y,154500,43
20,RL,13284,AllPub,Sawyer,5,1383,CompShg,3,PConc,1Story,Y,TA,1383,1,1,6,Attchd,354,Y,165000,54
90,RL,7018,AllPub,SawyerW,5,0,CompShg,4,Slab,1Story,Y,TA,1535,0,2,8,Attchd,400,Y,118858,30
60,RL,7056,AllPub,NAmes,5,780,CompShg,4,CBlock,2Story,Y,TA,1796,1,1,8,Attchd,483,Y,140000,45
30,RM,8765,AllPub,IDOTRR,6,951,CompShg,2,BrkTil,1Story,N,TA,951,0,1,6,Detchd,327,Y,106500,70
90,RL,7018,AllPub,SawyerW,5,0,CompShg,6,Slab,2Story,Y,TA,2240,0,2,12,Detchd,528,Y,142953,30
20,RL,12919,AllPub,NridgHt,5,2330,CompShg,2,PConc,1Story,Y,TA,2364,2,1,11,Attchd,820,Y,611657,1
20,RL,6993,AllPub,Sawyer,7,912,CompShg,3,CBlock,1Story,Y,TA,1236,1,1,6,Attchd,288,Y,135000,45
20,RL,7340,AllPub,NAmes,6,858,CompShg,2,CBlock,1Story,Y,TA,858,0,1,4,Detchd,684,Y,110000,36
20,RL,8712,AllPub,NAmes,7,992,CompShg,2,CBlock,1Story,Y,Gd,1306,0,1,5,Detchd,756,Y,153000,52
60,RL,7875,AllPub,Gilbert,5,783,CompShg,3,PConc,2Story,Y,TA,1509,1,1,8,Attchd,393,Y,180000,3
20,RL,14859,AllPub,Gilbert,5,1670,CompShg,3,PConc,1Story,Y,TA,1670,1,1,7,Attchd,690,Y,240000,0
20,RL,6173,AllPub,Sawyer,6,876,CompShg,3,CBlock,1Story,Y,TA,902,0,1,6,Attchd,288,Y,125500,40
20,RL,9920,AllPub,NAmes,5,1056,CompShg,3,CBlock,1Story,Y,TA,1063,0,1,6,Attchd,280,Y,128000,56
20,RL,13501,AllPub,Somerst,5,1623,CompShg,3,PConc,1Story,Y,TA,1636,1,1,8,Attchd,865,Y,255000,1
50,RL,11500,AllPub,Crawfor,7,1017,CompShg,3,CBlock,1.5Fin,Y,TA,2057,1,1,6,Attchd,180,Y,250000,70
20,RL,8885,AllPub,Mitchel,5,864,CompShg,2,CBlock,1Story,Y,TA,902,0,1,5,Attchd,484,Y,131000,23
60,RL,12589,AllPub,Gilbert,5,742,CompShg,3,PConc,2Story,Y,TA,1484,1,1,8,Attchd,390,Y,174000,4
90,RL,11600,AllPub,NAmes,5,1105,CompShg,5,CBlock,2Story,Y,TA,2274,0,2,12,Detchd,480,Y,154300,50
20,RL,9286,AllPub,CollgCr,7,1268,CompShg,3,CBlock,1Story,Y,TA,1268,0,1,5,Detchd,252,Y,143500,32
30,RM,6120,AllPub,BrkSide,7,768,CompShg,3,BrkTil,1Story,N,TA,1015,0,1,6,Detchd,450,Y,88000,81
90,RH,6270,AllPub,Crawfor,6,1001,CompShg,4,CBlock,2Story,N,TA,2002,0,2,8,2Types,871,Y,145000,58
160,FV,3000,AllPub,Somerst,5,612,CompShg,2,PConc,2Story,Y,TA,1224,0,1,4,Detchd,528,Y,173733,0
160,RM,2001,AllPub,MeadowV,5,546,CompShg,3,CBlock,2Story,Y,TA,1092,0,1,6,Attchd,286,Y,75000,37
20,C (all),9000,AllPub,IDOTRR,3,480,CompShg,1,CBlock,1Story,N,TA,480,0,1,4,Detchd,308,Y,35311,57
20,RL,17140,AllPub,Edwards,6,1134,CompShg,3,CBlock,1Story,Y,TA,1229,0,1,6,Attchd,284,Y,135000,53
60,RL,13125,AllPub,SawyerW,5,1104,CompShg,4,PConc,2Story,Y,TA,2127,1,1,8,Attchd,833,Y,238000,16
20,RL,11029,AllPub,NAmes,8,1184,CompShg,3,CBlock,1Story,Y,TA,1414,1,1,6,Attchd,601,Y,176500,50
60,RL,8462,AllPub,SawyerW,5,928,CompShg,3,PConc,2Story,Y,Gd,1721,0,1,7,Attchd,471,Y,201000,13
90,RL,8777,AllPub,Edwards,7,1272,CompShg,4,CBlock,1.5Fin,Y,TA,2200,0,2,9,,0,N,145900,108
20,RL,10237,AllPub,Gilbert,5,1316,CompShg,3,PConc,1Story,Y,TA,1316,1,1,6,Attchd,397,Y,169990,1
120,RL,8012,AllPub,SawyerW,5,1604,CompShg,2,PConc,1Story,Y,TA,1617,1,1,5,Attchd,533,Y,193000,15
20,RL,10240,AllPub,NWAmes,6,1686,CompShg,3,CBlock,1Story,Y,Gd,1686,1,1,7,Attchd,612,Y,207500,26
20,RL,15611,AllPub,NWAmes,6,1126,CompShg,3,PConc,1Story,Y,TA,1126,0,1,6,Attchd,540,Y,175000,31
60,RL,11999,AllPub,NridgHt,5,1181,CompShg,4,PConc,2Story,Y,TA,2374,1,1,10,BuiltIn,656,Y,285000,4
60,RL,9900,AllPub,NWAmes,5,832,CompShg,4,CBlock,2Story,Y,TA,1978,1,1,9,Attchd,486,Y,176000,40
20,RL,11838,AllPub,CollgCr,5,1753,CompShg,3,PConc,1Story,Y,TA,1788,1,1,7,Attchd,522,Y,236500,8
60,RL,13006,AllPub,Gilbert,5,964,CompShg,4,PConc,2Story,Y,TA,2236,1,1,8,BuiltIn,642,Y,222000,9
20,RL,8925,AllPub,Timber,5,1466,CompShg,3,PConc,1Story,Y,TA,1466,0,1,7,Attchd,610,Y,201000,2
20,RL,9100,AllPub,NAmes,6,925,CompShg,2,CBlock,1Story,Y,TA,925,0,1,5,Detchd,429,Y,117500,44
20,RL,11670,AllPub,Somerst,5,1905,CompShg,3,PConc,1Story,Y,TA,1905,1,1,8,Attchd,788,Y,320000,1
20,RL,8487,AllPub,CollgCr,5,1500,CompShg,3,PConc,1Story,Y,TA,1500,0,1,6,Attchd,570,Y,190000,5
20,RL,27650,AllPub,NAmes,7,585,Tar&Grv,4,CBlock,1Story,Y,TA,2069,1,1,9,Attchd,505,Y,242000,48
30,RL,5825,AllPub,BrkSide,5,600,CompShg,1,PConc,1Story,Y,Gd,747,0,1,5,Detchd,528,Y,79900,80
20,RL,10083,AllPub,SawyerW,5,1176,CompShg,2,PConc,1Story,Y,TA,1200,0,1,5,Attchd,555,Y,184900,6
60,RL,9675,AllPub,Somerst,5,1113,CompShg,3,PConc,2Story,Y,TA,1971,1,1,8,Attchd,689,Y,253000,4
60,RL,8760,AllPub,CollgCr,5,1391,CompShg,3,PConc,2Story,Y,TA,1962,0,1,7,Attchd,868,Y,239799,0
70,RL,24090,AllPub,ClearCr,7,1032,CompShg,4,CBlock,2Story,Y,Gd,2403,2,1,10,Attchd,349,Y,244400,70
90,RL,12640,AllPub,Mitchel,5,1728,CompShg,4,CBlock,1Story,Y,TA,1728,0,2,8,Attchd,574,Y,150900,30
60,RL,8755,AllPub,Gilbert,5,992,CompShg,3,PConc,2Story,Y,TA,2060,1,1,8,BuiltIn,390,Y,214000,10
90,RL,7711,AllPub,Edwards,3,1440,CompShg,4,PConc,1Story,Y,TA,1440,0,2,8,,0,N,150000,30
90,RL,25000,AllPub,Mitchel,4,1632,CompShg,4,CBlock,1Story,Y,TA,1632,0,2,8,Attchd,576,P,143000,40
20,RL,14375,NoSeWa,Timber,6,819,CompShg,3,CBlock,SLvl,Y,TA,1344,1,1,7,Basment,525,Y,137500,51
50,RM,8820,AllPub,OldTown,6,1088,CompShg,2,BrkTil,1.5Fin,Y,TA,1869,0,1,7,Detchd,456,Y,124900,119
80,RL,8163,AllPub,NAmes,6,1144,CompShg,3,CBlock,SLvl,Y,Gd,1144,1,1,6,Attchd,796,Y,143000,47
20,RL,14536,AllPub,Timber,5,1616,CompShg,3,PConc,1Story,Y,TA,1629,1,1,9,Attchd,808,Y,270000,5
60,RL,14006,AllPub,CollgCr,5,936,CompShg,3,PConc,2Story,Y,TA,1776,1,1,7,Attchd,474,Y,192500,4
20,RL,9360,AllPub,NWAmes,7,1161,CompShg,3,CBlock,1Story,Y,TA,1381,1,1,5,Attchd,676,Y,197500,38
20,RL,7200,AllPub,NAmes,8,864,CompShg,3,CBlock,1Story,Y,TA,864,0,1,5,Detchd,720,Y,129000,57
20,RH,7800,AllPub,SawyerW,5,828,CompShg,3,CBlock,1Story,Y,TA,965,0,1,6,Detchd,300,Y,119900,41
85,RL,7200,AllPub,CollgCr,8,768,CompShg,2,CBlock,SFoyer,Y,Gd,768,0,1,5,Detchd,396,Y,133900,37
60,RL,11075,AllPub,Mitchel,4,784,CompShg,4,CBlock,2Story,Y,TA,1968,1,1,7,Attchd,530,Y,172000,39
90,RL,9400,AllPub,Edwards,5,945,Tar&Grv,4,CBlock,SFoyer,Y,TA,980,0,0,4,,0,Y,127500,31
90,RH,7136,AllPub,Crawfor,6,979,CompShg,4,CBlock,2Story,N,TA,1958,0,2,8,Attchd,492,Y,145000,61
160,RM,1300,AllPub,Blueste,6,561,CompShg,2,CBlock,2Story,Y,TA,1229,1,1,5,Attchd,462,Y,124000,29
20,RL,7420,AllPub,Sawyer,5,1057,CompShg,3,CBlock,1Story,Y,TA,1057,0,1,6,Detchd,576,Y,132000,45
20,RL,8450,AllPub,CollgCr,5,1337,CompShg,3,PConc,1Story,Y,TA,1337,0,1,6,Attchd,531,Y,185000,4
160,FV,2572,AllPub,Somerst,5,696,CompShg,3,PConc,2Story,Y,TA,1416,0,1,6,Detchd,484,Y,155000,11
20,RL,7207,AllPub,BrkSide,7,858,CompShg,2,CBlock,1Story,Y,Gd,858,0,1,4,,0,Y,116500,52
60,RL,12227,AllPub,NWAmes,7,1330,CompShg,4,CBlock,2Story,Y,Gd,2872,1,1,11,Attchd,619,Y,272000,31
160,RL,2308,AllPub,NPkVill,6,804,CompShg,3,CBlock,2Story,Y,TA,1548,1,1,7,Detchd,440,Y,155000,31
20,RL,11923,AllPub,CollgCr,5,1800,CompShg,2,PConc,1Story,Y,TA,1800,0,1,7,Attchd,702,Y,239000,2
60,RL,11316,AllPub,Timber,5,817,CompShg,4,PConc,2Story,Y,TA,1894,1,1,8,BuiltIn,510,Y,214900,8
60,RL,10237,AllPub,Gilbert,5,783,CompShg,3,PConc,2Story,Y,TA,1484,1,1,8,Attchd,393,Y,178900,2
50,RL,9600,AllPub,Crawfor,7,728,CompShg,2,BrkTil,1.5Fin,Y,Gd,1308,2,1,7,Detchd,256,Y,160000,69
20,RL,7390,AllPub,NAmes,7,1098,CompShg,3,CBlock,1Story,Y,TA,1098,0,1,6,Attchd,260,Y,135000,53
50,RM,5925,AllPub,OldTown,6,600,CompShg,2,BrkTil,1.5Fin,N,TA,968,0,1,6,,0,Y,37900,99
190,RL,10382,AllPub,NAmes,5,588,CompShg,2,CBlock,SLvl,Y,Fa,1095,0,1,6,Attchd,264,Y,140000,48
50,RL,10800,AllPub,NAmes,4,720,CompShg,4,CBlock,1.5Fin,N,TA,1192,0,1,6,,0,Y,135000,57
160,RL,2268,AllPub,NridgHt,5,764,CompShg,2,PConc,2Story,Y,TA,1626,0,1,6,BuiltIn,474,Y,173000,6
120,RL,7892,AllPub,SawyerW,5,918,CompShg,2,CBlock,1Story,Y,TA,918,1,1,5,Attchd,264,Y,99500,31
20,FV,11639,AllPub,Somerst,5,1428,CompShg,3,PConc,1Story,Y,TA,1428,0,1,6,Attchd,480,Y,182000,1
70,RL,11414,AllPub,BrkSide,8,728,CompShg,3,BrkTil,2Story,N,Gd,2019,0,1,8,Detchd,532,Y,167500,99
160,FV,2651,AllPub,Somerst,5,673,CompShg,3,PConc,2Story,Y,TA,1382,0,1,6,Detchd,490,Y,165000,6
30,RL,5900,AllPub,BrkSide,7,440,CompShg,2,PConc,1Story,Y,TA,869,0,1,4,,0,Y,85500,83
120,FV,4274,AllPub,Somerst,5,1241,CompShg,1,PConc,1Story,Y,TA,1241,0,1,4,Attchd,569,Y,199900,1
20,RL,9450,AllPub,Edwards,5,894,CompShg,3,CBlock,1Story,Y,TA,894,0,1,5,Detchd,400,Y,110000,53
20,RL,8816,AllPub,Sawyer,6,1121,CompShg,3,PConc,1Story,Y,TA,1121,0,1,5,Detchd,480,Y,139000,46
85,RL,12122,AllPub,NAmes,9,944,CompShg,3,CBlock,SFoyer,Y,TA,999,0,1,6,Attchd,588,Y,178400,47
60,RL,12203,AllPub,NoRidge,5,1225,CompShg,4,PConc,2Story,Y,TA,2612,1,1,8,Attchd,676,Y,336000,11
20,RL,3182,AllPub,Blmngtn,5,1266,CompShg,2,PConc,1Story,Y,TA,1266,1,1,6,Attchd,388,Y,159895,1
60,RL,11250,AllPub,CollgCr,5,1128,CompShg,4,PConc,2Story,Y,TA,2290,1,1,9,Attchd,779,Y,255900,6
90,RL,10125,AllPub,Mitchel,5,0,CompShg,4,CBlock,1.5Fin,Y,TA,1734,0,2,8,Attchd,539,Y,126000,32
190,RL,10880,AllPub,Edwards,5,1164,CompShg,3,CBlock,1Story,N,TA,1164,0,1,5,Detchd,240,Y,125000,58
50,RM,5310,AllPub,OldTown,8,485,CompShg,2,CBlock,1.5Fin,Y,Gd,1635,0,1,5,Attchd,255,Y,117000,96
20,RL,10159,AllPub,NridgHt,5,1930,CompShg,3,PConc,1Story,Y,TA,1940,1,1,8,Attchd,606,Y,395192,1
60,RL,12046,AllPub,NWAmes,6,848,CompShg,4,CBlock,2Story,Y,TA,2030,1,1,8,Attchd,551,Y,195000,31
60,FV,8125,AllPub,Somerst,5,770,CompShg,3,PConc,2Story,Y,TA,1576,0,1,6,Attchd,614,Y,197000,0
60,RL,9452,AllPub,NoRidge,5,1396,CompShg,3,PConc,2Story,Y,TA,2392,1,1,7,Attchd,870,Y,348000,9
70,RM,17671,AllPub,OldTown,9,916,CompShg,4,BrkTil,2Story,Y,Gd,1742,1,1,8,Attchd,424,P,168000,127
60,RL,9760,AllPub,NAmes,8,822,CompShg,3,CBlock,2Story,Y,TA,1851,1,1,7,Attchd,440,Y,187000,43
60,RL,8846,AllPub,CollgCr,5,750,CompShg,3,PConc,2Story,Y,TA,1500,0,1,6,Attchd,564,Y,173900,1
20,RL,12456,AllPub,NridgHt,5,1700,CompShg,3,PConc,1Story,Y,TA,1718,1,1,7,Attchd,786,Y,337500,3
50,RL,4712,AllPub,BrkSide,7,747,CompShg,3,CBlock,1.5Fin,Y,TA,1230,0,1,5,Detchd,305,Y,121600,60
20,RL,10659,AllPub,NAmes,6,1050,CompShg,3,CBlock,1Story,Y,TA,1050,0,1,6,Attchd,368,Y,136500,45
20,RL,11717,AllPub,NWAmes,6,1442,CompShg,2,CBlock,1Story,Y,TA,1442,1,1,6,Attchd,615,Y,185000,39
30,RM,9786,AllPub,IDOTRR,4,1007,CompShg,3,BrkTil,1Story,N,TA,1077,1,1,6,Detchd,210,P,91000,84
