MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterCond,Foundation,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,PavedDrive,YrSold,SaleType,SalePrice
20,RL,9200,AllPub,NAmes,6,1965,CompShg,HdBoard,TA,CBlock,1136,Y,1136,1,0,3,1,5,Attchd,1,384,Y,2008,WD,140000
160,RL,2289,AllPub,NPkVill,6,1978,CompShg,Plywood,TA,CBlock,855,Y,1441,2,1,3,1,7,Attchd,2,440,Y,2009,WD,148500
70,RM,9600,AllPub,OldTown,2,1900,CompShg,AsbShng,TA,BrkTil,1095,N,1774,2,0,4,2,8,2Types,3,779,N,2006,WD,87000
30,RL,9022,AllPub,OldTown,8,1924,CompShg,VinylSd,TA,BrkTil,768,Y,792,1,0,2,1,5,Detchd,1,240,N,2009,WD,109500
20,RL,11844,AllPub,StoneBr,5,2008,CompShg,VinylSd,TA,PConc,2046,Y,2046,2,1,3,1,7,Attchd,3,834,Y,2009,New,372500
20,RL,9945,AllPub,Sawyer,5,1961,CompShg,Wd Sdng,TA,CBlock,988,Y,988,1,0,3,1,5,Detchd,2,572,Y,2007,WD,128500
120,RL,8012,AllPub,SawyerW,5,1980,CompShg,Plywood,TA,CBlock,923,Y,923,2,0,2,1,5,Attchd,1,264,Y,2010,WD,143000
50,RH,4500,AllPub,SWISU,5,1932,CompShg,VinylSd,TA,BrkTil,793,Y,1520,1,0,3,1,6,Detchd,1,281,Y,2009,WD,159434
120,RL,2887,AllPub,ClearCr,5,1996,CompShg,Wd Sdng,TA,PConc,1291,Y,1291,1,0,2,1,6,Attchd,2,431,Y,2008,WD,173000
20,RL,11248,AllPub,CollgCr,5,2002,CompShg,VinylSd,TA,PConc,1626,Y,1668,2,0,3,1,7,Attchd,3,702,Y,2007,WD,285000
60,RL,16770,AllPub,NoRidge,5,1998,CompShg,VinylSd,TA,PConc,1195,Y,1839,2,1,4,1,7,Attchd,2,486,Y,2010,WD,221000
160,RL,5062,AllPub,StoneBr,5,1984,CompShg,HdBoard,TA,CBlock,1190,Y,2090,2,0,3,1,6,Attchd,2,577,Y,2007,WD,207500
60,FV,10207,AllPub,Somerst,6,2007,CompShg,VinylSd,TA,PConc,874,Y,1761,3,0,3,1,7,Attchd,2,578,Y,2007,New,227875
160,FV,5105,AllPub,Somerst,5,2004,CompShg,MetalSd,TA,PConc,551,Y,1102,2,1,2,1,4,Detchd,2,480,Y,2007,WD,148800
20,RL,8089,AllPub,StoneBr,6,2007,CompShg,MetalSd,TA,PConc,1419,Y,1419,2,0,2,1,7,Attchd,2,567,Y,2007,New,392000
120,RL,7577,AllPub,NridgHt,5,2005,CompShg,VinylSd,TA,PConc,1362,Y,1362,2,0,2,1,6,Attchd,2,460,Y,2007,WD,194700
120,RM,4426,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,3,Attchd,2,420,Y,2008,WD,141000
60,RL,21535,AllPub,NoRidge,6,1994,WdShngl,HdBoard,TA,PConc,2444,Y,4316,3,1,4,1,10,Attchd,3,832,Y,2007,WD,755000
60,RL,26178,AllPub,Timber,5,1989,CompShg,MetalSd,TA,PConc,1210,Y,2519,2,1,4,1,9,Attchd,2,628,Y,2006,WD,335000
30,RL,5400,AllPub,OldTown,6,1921,CompShg,MetalSd,TA,BrkTil,1073,Y,1073,1,0,2,1,4,Detchd,1,326,Y,2006,WD,108480
50,RM,6120,AllPub,BrkSide,6,1936,CompShg,Wd Sdng,Fa,BrkTil,927,Y,1539,1,1,3,1,5,Detchd,2,576,Y,2009,WD,141500
20,RL,13811,AllPub,Timber,6,1987,CompShg,HdBoard,TA,CBlock,1112,Y,1137,2,0,2,1,5,Attchd,2,551,Y,2006,WD,176000
30,RM,6000,AllPub,BrkSide,7,1921,CompShg,Wd Sdng,TA,CBlock,616,Y,616,1,0,2,1,4,Detchd,1,205,Y,2006,WD,89000
20,RL,6420,AllPub,Edwards,7,1952,CompShg,Wd Sdng,TA,PConc,980,Y,1148,1,0,2,1,6,Detchd,1,308,Y,2006,WD,123500
20,RL,8450,AllPub,Sawyer,8,1965,CompShg,MetalSd,Gd,CBlock,894,Y,894,1,0,3,1,5,Detchd,1,336,Y,2010,WD,138500
120,FV,4282,AllPub,Somerst,5,2004,CompShg,MetalSd,TA,PConc,1391,Y,1391,2,0,2,1,5,Attchd,2,530,Y,2008,WD,196000
20,RL,14331,AllPub,Timber,5,2002,CompShg,VinylSd,TA,PConc,1800,Y,1800,2,0,3,1,7,Attchd,3,765,Y,2006,WD,312500
20,RL,9600,AllPub,NWAmes,5,1969,CompShg,HdBoard,TA,CBlock,1164,Y,1164,1,1,3,1,6,Attchd,2,528,Y,2006,COD,140000
60,RL,12438,AllPub,StoneBr,5,2006,CompShg,VinylSd,TA,PConc,1234,Y,2576,2,1,4,1,10,BuiltIn,3,666,Y,2006,New,361919
190,RM,7630,AllPub,OldTown,9,1900,CompShg,Wd Sdng,Gd,BrkTil,360,Y,1812,2,0,4,2,8,Detchd,2,672,N,2010,WD,140000
20,RL,8400,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,1473,Y,1484,2,0,3,1,7,Attchd,2,606,Y,2010,WD,213000
190,RM,5600,AllPub,IDOTRR,5,1930,CompShg,VinylSd,Fa,Slab,0,N,1092,2,0,3,2,7,,0,0,N,2010,WD,55000
20,RL,115149,AllPub,ClearCr,5,1971,CompShg,Plywood,TA,CBlock,1643,Y,1824,2,0,2,1,5,Attchd,2,739,Y,2007,WD,302000
120,RL,6240,AllPub,NridgHt,5,2006,CompShg,MetalSd,TA,PConc,1324,Y,1324,2,0,2,1,6,Attchd,2,550,Y,2009,WD,254000
60,RL,9018,AllPub,Gilbert,5,2007,CompShg,VinylSd,TA,PConc,728,Y,1456,2,1,3,1,8,Attchd,2,400,Y,2007,New,179540
20,RL,7162,AllPub,Sawyer,7,1966,CompShg,HdBoard,TA,PConc,876,Y,904,1,0,3,1,6,Attchd,1,408,Y,2008,WD,109900
30,RL,4130,AllPub,BrkSide,6,1935,CompShg,VinylSd,TA,CBlock,270,Y,729,1,0,2,1,5,,0,0,N,2008,WD,52000
50,C (all),8712,AllPub,IDOTRR,7,1900,CompShg,MetalSd,TA,Stone,859,Y,1178,1,0,2,1,7,Detchd,1,384,N,2010,WD,102776
120,RL,4671,AllPub,StoneBr,5,1988,CompShg,HdBoard,TA,PConc,1228,Y,1228,2,0,2,1,5,Attchd,2,472,Y,2008,WD,189000
190,RL,9873,AllPub,BrkSide,5,1970,CompShg,HdBoard,TA,CBlock,960,N,960,1,0,3,1,6,Detchd,2,576,Y,2006,WD,129000
60,RL,13517,AllPub,Sawyer,8,1976,CompShg,HdBoard,TA,CBlock,725,Y,1479,2,1,3,1,6,Attchd,2,475,Y,2010,WD,130500
20,RL,10140,AllPub,NWAmes,5,1974,CompShg,HdBoard,TA,CBlock,1064,Y,1350,2,0,3,1,7,Attchd,2,478,Y,2009,WD,165000
70,RM,10800,AllPub,OldTown,8,1890,CompShg,Wd Sdng,Gd,BrkTil,718,Y,2554,1,1,3,1,8,Detchd,2,704,P,2007,WD,159500
20,RL,10000,AllPub,NWAmes,6,1973,CompShg,HdBoard,TA,CBlock,1176,Y,1178,1,1,3,1,5,Attchd,2,439,Y,2008,WD,157000
60,RL,10542,AllPub,NoRidge,5,1993,CompShg,Wd Sdng,TA,PConc,1311,Y,2418,2,1,3,1,9,Attchd,3,983,Y,2008,WD,341000
20,RL,9920,AllPub,CollgCr,6,1969,CompShg,HdBoard,TA,CBlock,971,Y,971,1,1,3,1,5,Attchd,1,300,Y,2006,WD,128500
120,RL,6563,AllPub,StoneBr,5,1985,CompShg,HdBoard,TA,PConc,1742,Y,1742,2,0,2,1,5,Attchd,2,564,Y,2006,WD,275000
120,RM,4426,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,3,Attchd,2,420,Y,2010,WD,143000
20,RL,8120,AllPub,NAmes,7,1970,CompShg,MetalSd,Gd,CBlock,864,Y,864,1,0,3,1,5,Detchd,2,463,Y,2009,WD,124500
50,RL,8172,AllPub,Edwards,6,1954,CompShg,MetalSd,TA,PConc,941,Y,1470,2,0,4,1,7,Detchd,1,548,Y,2008,WD,135000
20,RL,13286,AllPub,Edwards,5,2007,CompShg,CemntBd,TA,PConc,1698,Y,1698,2,0,3,1,8,Attchd,3,768,Y,2009,WD,320000
20,RL,6960,AllPub,NAmes,6,1970,CompShg,HdBoard,TA,CBlock,864,Y,864,1,0,3,1,5,Detchd,2,660,Y,2009,WD,120500
20,RL,21695,AllPub,Crawfor,9,1988,CompShg,Wd Sdng,Gd,CBlock,880,Y,1680,2,0,3,1,5,Attchd,2,540,Y,2009,WD,222000
20,RL,7314,AllPub,CollgCr,5,2007,CompShg,VinylSd,TA,PConc,1232,Y,1232,2,0,2,1,6,Attchd,2,632,Y,2009,WD,194500
90,RL,11475,AllPub,NAmes,5,1958,CompShg,VinylSd,TA,CBlock,1584,Y,1776,2,0,4,2,9,Detchd,3,888,Y,2009,COD,110000
30,RM,6240,AllPub,IDOTRR,5,1925,CompShg,MetalSd,TA,CBlock,780,Y,1208,1,0,2,1,5,Detchd,2,539,Y,2009,WD,103000
120,RL,5389,AllPub,StoneBr,5,1995,CompShg,CemntBd,TA,PConc,1595,Y,1616,2,0,2,1,5,Attchd,2,608,Y,2010,WD,236500
80,RL,9590,AllPub,Timber,5,2003,CompShg,VinylSd,TA,PConc,868,Y,1146,2,0,3,1,6,Attchd,2,438,Y,2007,WD,187500
60,RL,11404,AllPub,CollgCr,5,1998,CompShg,VinylSd,TA,PConc,1153,Y,2031,2,1,3,1,8,Attchd,2,541,Y,2008,WD,222500
20,RL,10000,AllPub,Sawyer,6,1961,CompShg,HdBoard,TA,CBlock,864,Y,1144,1,0,3,1,6,Attchd,1,264,Y,2009,WD,131400
20,RL,8978,AllPub,Sawyer,5,1968,CompShg,Plywood,TA,PConc,948,Y,948,1,0,3,1,6,Attchd,1,300,Y,2007,WD,108000
75,RM,10800,AllPub,OldTown,7,1914,CompShg,Wd Sdng,TA,BrkTil,880,N,1768,1,1,2,1,6,Detchd,2,320,N,2006,WD,163000
90,RL,8544,AllPub,NAmes,4,1950,CompShg,Stucco,TA,CBlock,0,N,1040,2,0,2,2,6,Detchd,2,400,Y,2006,WD,93500
60,RL,10463,AllPub,Gilbert,5,2005,CompShg,VinylSd,TA,PConc,893,Y,1801,2,1,3,1,8,Attchd,3,800,Y,2006,WD,239900
90,RL,10800,AllPub,Edwards,5,1987,CompShg,Plywood,TA,CBlock,1200,Y,1200,3,0,3,1,5,,0,0,Y,2009,WD,179000
60,RL,9313,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,864,Y,1728,2,1,3,1,7,Attchd,2,572,Y,2009,WD,190000
70,RM,9600,AllPub,OldTown,7,1910,CompShg,Wd Sdng,Gd,BrkTil,264,Y,1432,2,0,2,1,7,Detchd,2,360,Y,2007,WD,132000
20,RL,6768,AllPub,Sawyer,8,1961,CompShg,HdBoard,Gd,CBlock,912,Y,912,1,0,3,1,5,Detchd,1,288,Y,2008,WD,142000
20,RL,8450,AllPub,SawyerW,5,2000,CompShg,VinylSd,TA,PConc,1349,Y,1349,2,0,3,1,6,Attchd,2,539,Y,2007,WD,179000
80,RL,12886,AllPub,Sawyer,6,1963,CompShg,HdBoard,TA,CBlock,520,Y,1464,2,0,3,1,6,Attchd,2,480,Y,2009,WD,175000
120,RL,5395,AllPub,StoneBr,5,1993,CompShg,HdBoard,TA,PConc,1337,Y,1337,2,0,2,1,5,Attchd,2,462,Y,2008,WD,180000
60,RL,8963,AllPub,NWAmes,9,1976,CompShg,VinylSd,Gd,CBlock,1142,Y,2715,3,1,4,1,11,BuiltIn,2,831,Y,2008,WD,299800
60,RL,8795,AllPub,Gilbert,5,2000,CompShg,VinylSd,TA,PConc,952,Y,2256,2,1,4,1,8,BuiltIn,2,554,Y,2009,WD,236000
70,RM,11700,AllPub,OldTown,7,1880,CompShg,Stucco,TA,Stone,1240,N,2640,1,1,4,1,8,Detchd,4,864,N,2009,WD,265979
20,RL,10593,AllPub,NoRidge,5,1996,CompShg,VinylSd,TA,PConc,1720,Y,1720,2,0,3,1,7,Attchd,2,527,Y,2010,WD,260400
50,RL,8405,AllPub,Edwards,3,1945,CompShg,WdShing,TA,Slab,0,N,1529,2,0,4,1,9,Detchd,1,240,N,2009,WD,98000
50,RM,8800,AllPub,OldTown,7,1910,CompShg,Wd Sdng,TA,BrkTil,576,Y,1140,1,0,3,1,7,,0,0,N,2010,WD,96500
60,RL,7750,AllPub,Gilbert,5,2003,CompShg,VinylSd,TA,PConc,660,Y,1320,2,1,3,1,6,Attchd,2,400,Y,2007,WD,162000
20,RL,9236,AllPub,CollgCr,5,1997,CompShg,VinylSd,Gd,PConc,1479,Y,1494,2,0,3,1,6,Attchd,2,576,Y,2006,WD,217000
60,RL,10240,AllPub,NridgHt,5,2005,CompShg,VinylSd,TA,PConc,1030,Y,2098,2,1,3,1,8,Attchd,3,878,Y,2006,WD,275500
20,RL,7930,AllPub,NAmes,8,1969,CompShg,Plywood,TA,CBlock,1026,Y,1026,1,0,3,1,5,Detchd,2,440,Y,2009,WD,156000
160,FV,3230,AllPub,Somerst,5,1999,CompShg,MetalSd,TA,PConc,729,Y,1471,2,1,3,1,6,Detchd,2,440,Y,2009,WD,172500
60,RL,10769,AllPub,CollgCr,5,2007,CompShg,VinylSd,TA,PConc,866,Y,1768,2,1,3,1,7,Attchd,2,578,Y,2009,WD,212000
60,RL,11616,AllPub,Sawyer,5,1978,CompShg,HdBoard,TA,CBlock,672,Y,1386,2,1,3,1,6,Attchd,2,440,Y,2010,WD,158900
160,FV,2280,AllPub,Somerst,5,1999,CompShg,MetalSd,TA,PConc,744,Y,1501,2,1,3,1,6,Detchd,2,440,Y,2008,WD,179400
60,RL,12257,AllPub,NoRidge,5,1995,CompShg,VinylSd,TA,PConc,1318,Y,2531,2,1,4,1,9,Attchd,3,752,Y,2007,WD,290000
20,RL,9100,AllPub,NAmes,6,1959,CompShg,Wd Sdng,TA,CBlock,864,Y,864,1,0,2,1,5,Detchd,1,300,Y,2009,WD,127500
30,RM,6911,AllPub,BrkSide,5,1924,CompShg,Wd Sdng,TA,PConc,1145,Y,1301,1,0,2,1,5,Detchd,2,440,Y,2009,WD,100000
60,FV,8640,AllPub,Somerst,5,2009,CompShg,VinylSd,TA,PConc,756,Y,1547,2,1,3,1,7,Attchd,2,614,Y,2010,Con,215200
60,RL,9430,AllPub,NoRidge,5,1999,CompShg,VinylSd,TA,PConc,1252,Y,2365,2,1,3,1,8,Attchd,3,856,Y,2009,WD,337000
120,RL,9549,AllPub,Veenker,5,1995,CompShg,BrkFace,Gd,PConc,1494,Y,1494,1,1,2,1,6,Attchd,2,481,Y,2006,WD,270000
20,RL,14587,AllPub,Somerst,5,2008,CompShg,VinylSd,TA,PConc,1498,Y,1506,2,0,2,1,6,Attchd,2,592,Y,2008,New,264132
60,RL,10421,AllPub,NWAmes,5,1988,CompShg,HdBoard,TA,CBlock,980,Y,1714,2,1,3,1,7,Attchd,2,496,Y,2010,WD,196500
50,RL,12508,AllPub,Mitchel,7,1940,CompShg,VinylSd,TA,CBlock,983,Y,1750,2,0,4,1,7,Attchd,1,423,Y,2008,WD,160000
20,RL,9100,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,1860,Y,1836,2,0,3,1,8,Attchd,2,484,Y,2006,WD,216837
60,RL,53504,AllPub,StoneBr,5,2003,CompShg,CemntBd,TA,PConc,1650,Y,3279,3,1,4,1,12,BuiltIn,3,841,Y,2010,WD,538000
85,RL,7252,AllPub,Sawyer,5,1982,CompShg,Wd Sdng,TA,CBlock,858,Y,858,1,0,2,1,5,Detchd,2,576,Y,2009,WD,134900
20,RL,8877,AllPub,Edwards,5,1951,CompShg,Wd Sdng,TA,CBlock,836,Y,1220,1,0,2,1,6,Detchd,2,396,Y,2006,COD,102000
80,RL,7819,AllPub,Edwards,5,1976,CompShg,Plywood,TA,CBlock,1029,Y,1117,1,0,3,1,6,Detchd,2,672,Y,2010,WD,107000
20,RL,10150,AllPub,NAmes,5,1958,CompShg,Wd Sdng,TA,CBlock,912,Y,912,1,0,2,1,5,Attchd,1,275,Y,2007,COD,114500
20,RL,14226,AllPub,NridgHt,5,2006,CompShg,VinylSd,TA,PConc,1935,Y,1973,2,0,3,1,9,Attchd,3,895,Y,2007,New,395000
120,RM,4500,AllPub,Mitchel,5,1998,CompShg,VinylSd,TA,PConc,1204,Y,1204,2,0,2,1,5,Attchd,2,412,Y,2009,WD,162000
20,RL,11210,AllPub,CollgCr,5,2005,CompShg,VinylSd,TA,PConc,1614,Y,1614,2,0,3,1,7,Attchd,3,865,Y,2006,New,221500
20,RL,13350,AllPub,Sawyer,5,1974,CompShg,HdBoard,TA,CBlock,864,Y,894,1,0,3,1,5,Attchd,2,440,Y,2006,WD,142500
90,RH,8400,AllPub,SawyerW,5,1977,CompShg,Plywood,TA,Slab,0,Y,2020,2,0,4,2,10,Detchd,2,630,Y,2007,WD,144000
90,RL,10530,AllPub,Mitchel,5,1977,CompShg,Plywood,TA,CBlock,975,Y,1004,1,0,2,1,4,Attchd,2,504,Y,2006,WD,135000
20,RL,7875,AllPub,Gilbert,5,1995,CompShg,HdBoard,TA,PConc,1237,Y,1253,2,0,3,1,6,Attchd,2,402,Y,2007,WD,176000
60,RL,7153,AllPub,SawyerW,5,1992,CompShg,VinylSd,Gd,PConc,761,Y,1603,2,1,3,1,7,Attchd,2,484,Y,2006,WD,175900
20,RL,16285,AllPub,CollgCr,5,2001,CompShg,VinylSd,TA,PConc,1413,Y,1430,2,0,3,1,6,Attchd,2,605,Y,2009,WD,187100
85,RL,9101,AllPub,Mitchel,6,1978,CompShg,Plywood,Gd,PConc,1097,Y,1110,1,0,1,1,4,Attchd,2,602,Y,2009,WD,165500
75,RM,6300,AllPub,OldTown,6,1914,CompShg,Wd Sdng,TA,CBlock,742,Y,1484,2,0,3,1,9,,0,0,Y,2008,WD,128000
20,RL,9790,AllPub,NWAmes,5,1967,CompShg,BrkFace,TA,CBlock,1372,Y,1342,2,0,3,1,7,Attchd,2,457,Y,2009,WD,161500
50,RM,10800,AllPub,OldTown,6,1915,CompShg,MetalSd,Gd,PConc,686,Y,1652,2,0,4,1,7,Detchd,1,416,Y,2010,WD,139000
60,RL,10142,AllPub,SawyerW,5,2004,CompShg,VinylSd,TA,PConc,956,Y,2084,2,1,4,1,8,BuiltIn,2,618,Y,2010,WD,233000
20,RM,6000,AllPub,OldTown,7,1954,CompShg,MetalSd,TA,CBlock,901,Y,901,1,0,2,1,4,Detchd,1,281,Y,2008,WD,107900
60,RL,12205,AllPub,ClearCr,8,1966,CompShg,HdBoard,TA,CBlock,832,Y,2087,2,1,5,1,9,Attchd,2,444,Y,2007,WD,187500
120,RL,3182,AllPub,Blmngtn,5,2005,CompShg,VinylSd,TA,PConc,1145,Y,1145,2,0,2,1,5,Attchd,2,397,Y,2009,WD,160200
80,RL,11333,AllPub,Mitchel,5,1976,CompShg,HdBoard,TA,PConc,1029,Y,1062,1,0,3,1,5,Attchd,2,539,Y,2007,WD,146800
60,RL,9920,AllPub,NoRidge,5,1996,CompShg,MetalSd,TA,PConc,1117,Y,2013,2,1,3,1,8,Attchd,2,455,Y,2007,WD,269790
20,RL,9158,AllPub,Somerst,5,2007,CompShg,CemntBd,TA,PConc,1496,Y,1496,2,0,3,1,7,Attchd,2,474,Y,2007,New,225000
60,RL,10832,AllPub,Gilbert,5,1994,CompShg,MetalSd,TA,PConc,712,Y,1895,2,1,3,1,7,Attchd,2,409,Y,2008,WD,194500
60,RL,8400,AllPub,SawyerW,6,1980,CompShg,HdBoard,TA,CBlock,650,Y,1564,2,1,3,1,7,Attchd,2,476,Y,2010,WD,171000
20,RL,8197,AllPub,Sawyer,5,1977,CompShg,Plywood,TA,CBlock,660,Y,1285,1,1,3,1,7,Attchd,2,528,Y,2007,WD,143500
20,RL,7677,AllPub,NAmes,5,1953,CompShg,VinylSd,TA,CBlock,773,Y,773,1,0,2,1,4,Attchd,1,240,Y,2008,WD,110000
60,RL,13518,AllPub,NridgHt,5,2008,CompShg,VinylSd,TA,PConc,1926,Y,3140,3,1,4,1,11,BuiltIn,3,820,Y,2009,New,485000
50,RL,7200,AllPub,SWISU,7,1937,CompShg,Wd Sdng,TA,BrkTil,731,Y,1768,1,1,3,1,7,Detchd,1,240,Y,2007,WD,175000
60,RL,12798,AllPub,ClearCr,5,1997,CompShg,VinylSd,TA,PConc,616,Y,1688,2,1,4,1,8,Attchd,2,603,Y,2008,WD,200000
30,RM,4800,AllPub,IDOTRR,7,1916,CompShg,MetalSd,TA,CBlock,1196,Y,1196,1,0,2,1,5,Detchd,2,440,Y,2007,WD,109900
60,RL,8199,AllPub,CollgCr,5,2005,CompShg,WdShing,TA,PConc,728,Y,1456,2,1,3,1,7,Attchd,2,410,Y,2008,WD,189000
60,RL,13891,AllPub,NridgHt,5,2008,CompShg,VinylSd,TA,PConc,1734,Y,2822,3,1,4,1,12,BuiltIn,3,1020,Y,2009,New,582933
20,RL,9000,AllPub,NAmes,5,1954,CompShg,Wd Sdng,TA,CBlock,936,Y,1128,1,0,2,1,5,Attchd,1,286,Y,2006,WD,118000
20,RL,12274,AllPub,Somerst,5,2008,CompShg,VinylSd,TA,PConc,1417,Y,1428,2,0,3,1,6,Attchd,2,554,Y,2008,New,227680
80,RL,9750,AllPub,NAmes,5,1967,CompShg,VinylSd,TA,PConc,980,Y,980,2,0,3,1,6,Attchd,1,384,Y,2006,WD,135500
70,RL,21384,AllPub,BrkSide,6,1923,CompShg,Wd Sdng,TA,CBlock,1324,Y,1576,1,1,3,1,6,Attchd,2,528,Y,2009,WD,223500
80,RL,13400,AllPub,NAmes,5,1966,CompShg,VinylSd,TA,CBlock,1024,Y,1086,1,0,3,1,6,Attchd,2,484,Y,2006,WD,159950
75,RM,8100,AllPub,OldTown,5,1898,CompShg,AsbShng,TA,PConc,849,N,2138,2,0,2,3,11,Detchd,2,360,N,2009,WD,106000
20,RL,10140,AllPub,NWAmes,6,1974,CompShg,HdBoard,TA,CBlock,1040,Y,1309,1,1,3,1,5,Attchd,2,484,Y,2006,WD,181000
120,RM,4438,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,4,Attchd,2,420,Y,2008,ConLD,144500
20,C (all),8712,AllPub,IDOTRR,5,1952,CompShg,Wd Sdng,TA,CBlock,540,N,1044,1,0,2,1,4,Basment,2,504,N,2010,WD,55993
20,RL,9750,AllPub,NAmes,6,1958,CompShg,MetalSd,TA,CBlock,1442,Y,1442,1,1,4,1,7,Attchd,1,301,Y,2007,COD,157900
50,RL,8248,AllPub,Edwards,7,1918,CompShg,Stucco,TA,BrkTil,686,Y,1250,1,1,3,1,7,Detchd,1,280,P,2006,WD,116000
20,RL,12137,AllPub,CollgCr,5,1998,CompShg,VinylSd,TA,PConc,1649,Y,1661,2,0,3,1,6,Attchd,2,598,Y,2010,WD,224900
20,RL,11425,AllPub,NAmes,6,1954,CompShg,BrkFace,TA,CBlock,1008,Y,1008,1,0,2,1,4,Attchd,1,275,Y,2006,WD,137000
20,RL,13265,AllPub,Mitchel,5,2002,CompShg,CemntBd,TA,PConc,1568,Y,1689,2,0,3,1,7,Attchd,3,857,Y,2008,WD,271000
80,RL,8816,AllPub,ClearCr,7,1971,CompShg,HdBoard,TA,CBlock,1010,Y,1052,1,0,3,1,6,Attchd,2,440,Y,2010,WD,155000
120,RL,6371,AllPub,NridgHt,5,2009,CompShg,VinylSd,TA,PConc,1358,Y,1358,2,0,2,1,6,Attchd,2,484,Y,2010,New,224000
60,RL,7226,AllPub,CollgCr,5,2003,CompShg,VinylSd,TA,PConc,798,Y,1640,2,1,3,1,6,Attchd,2,595,Y,2008,WD,183000
20,RM,6000,AllPub,OldTown,4,1953,CompShg,MetalSd,TA,CBlock,936,N,936,1,0,2,1,4,Detchd,2,576,Y,2009,WD,93000
60,RL,12394,AllPub,Gilbert,5,2003,CompShg,VinylSd,TA,PConc,847,Y,1733,2,1,3,1,7,BuiltIn,2,433,Y,2007,WD,225000
50,RL,9900,AllPub,SWISU,7,1940,CompShg,VinylSd,TA,BrkTil,778,Y,1489,2,0,3,1,7,Detchd,1,240,Y,2009,WD,139500
20,FV,11216,AllPub,Somerst,5,2006,CompShg,VinylSd,TA,PConc,1489,Y,1489,2,0,3,1,7,Attchd,2,776,Y,2006,New,232600
20,RL,14803,AllPub,NridgHt,5,2007,CompShg,CemntBd,TA,PConc,2078,Y,2084,2,0,2,1,7,Attchd,3,1220,Y,2008,New,385000
45,RM,6130,AllPub,BrkSide,6,1924,CompShg,MetalSd,TA,BrkTil,784,Y,784,1,0,2,1,5,,0,0,Y,2008,WD,109500
20,RL,8529,AllPub,SawyerW,5,2001,CompShg,VinylSd,TA,PConc,1454,Y,1434,2,0,3,1,6,Attchd,2,527,Y,2009,WD,189000
60,RL,28698,AllPub,ClearCr,5,1967,Tar&Grv,Plywood,TA,PConc,1013,Y,2126,2,1,3,1,7,Attchd,2,538,Y,2009,WD,185000
160,FV,2544,AllPub,Somerst,5,2005,CompShg,MetalSd,TA,PConc,600,Y,1223,2,1,2,1,4,Detchd,2,480,Y,2006,WD,147400
20,RL,11900,AllPub,NAmes,5,1957,CompShg,HdBoard,TA,CBlock,1392,Y,1392,1,1,3,1,6,Attchd,2,458,Y,2008,WD,166000
160,FV,3180,AllPub,Somerst,5,2005,CompShg,MetalSd,TA,PConc,600,Y,1200,2,1,2,1,4,Detchd,2,480,Y,2006,WD,151000
60,RL,9548,AllPub,CollgCr,6,2003,CompShg,VinylSd,TA,PConc,941,Y,1829,2,1,3,1,7,Attchd,2,613,Y,2010,WD,237000
20,RL,10004,AllPub,NAmes,6,1964,CompShg,HdBoard,TA,CBlock,1516,Y,1516,1,1,3,1,6,Attchd,2,472,Y,2009,WD,167000
20,RL,7875,AllPub,NAmes,6,1961,CompShg,VinylSd,TA,CBlock,1144,Y,1144,1,0,3,1,6,Attchd,2,456,Y,2008,WD,139950
20,RL,9600,AllPub,Sawyer,7,1950,CompShg,VinylSd,TA,CBlock,1067,Y,1067,2,0,2,1,4,Attchd,2,436,Y,2010,WD,128000
30,RM,8100,AllPub,OldTown,6,1948,CompShg,VinylSd,TA,BrkTil,1559,Y,1559,1,0,2,1,5,Detchd,2,812,Y,2007,COD,153500
160,RM,1680,AllPub,BrDale,5,1973,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,5,Detchd,1,264,Y,2008,WD,100000
20,RL,9525,AllPub,CollgCr,6,1995,CompShg,VinylSd,TA,PConc,1099,Y,1099,1,1,3,1,6,Attchd,1,352,Y,2008,WD,144000
50,RL,11767,AllPub,Edwards,6,1946,CompShg,MetalSd,TA,CBlock,768,Y,1200,1,0,3,1,6,Detchd,1,240,Y,2008,WD,130500
70,RH,12155,AllPub,SWISU,8,1925,CompShg,Wd Sdng,TA,BrkTil,672,N,1482,2,0,4,1,7,Detchd,1,400,P,2008,WD,140000
70,RM,10440,AllPub,OldTown,8,1904,CompShg,MetalSd,TA,PConc,650,Y,1539,2,0,3,1,8,Detchd,2,686,P,2008,WD,157500
80,RL,9020,AllPub,NAmes,7,1966,CompShg,HdBoard,TA,CBlock,1127,Y,1165,1,1,3,1,6,Attchd,2,490,Y,2008,WD,174900
