MSSubClass,LotArea,OverallCond,Exterior1st,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,Neighborhood,Age,SalePrice
30,4060,8,Wd Sdng,864,Y,864,1,0,2,1,4,0,Edwards,87,99900
80,9587,5,VinylSd,856,Y,1166,2,0,2,1,5,400,Gilbert,3,190000
20,9750,8,HdBoard,1054,Y,1054,1,1,3,1,6,460,NAmes,39,151000
60,24682,5,VinylSd,841,Y,1675,2,1,3,1,7,502,Gilbert,10,181000
20,9600,6,MetalSd,1050,Y,1050,1,0,2,1,5,338,NAmes,53,128900
50,11250,5,Wd Sdng,1104,Y,1788,1,0,5,1,8,304,ClearCr,52,161500
70,13515,6,Wd Sdng,764,Y,1824,1,0,3,1,8,520,BrkSide,88,180500
120,4060,5,MetalSd,1405,Y,1337,2,0,2,1,5,511,NAmes,10,181000
160,3735,5,MetalSd,691,Y,1452,2,1,3,1,6,506,Somerst,7,183900
190,10120,4,Wd Sdng,925,N,1889,1,1,4,2,9,308,OldTown,97,122000
20,13214,5,Stucco,2002,Y,2018,2,0,3,1,10,746,Timber,2,378500
50,14100,9,Stucco,728,Y,3447,3,1,4,1,11,1014,Crawfor,73,381000
50,11344,5,MetalSd,874,Y,1524,1,1,3,1,7,315,NAmes,49,144000
40,23595,6,Plywood,1332,Y,1524,0,1,0,1,4,586,ClearCr,31,260000
20,9156,7,BrkFace,1489,Y,1489,2,0,3,1,7,462,NWAmes,41,185750
20,13526,6,HdBoard,935,Y,935,1,0,3,1,5,288,Sawyer,41,137000
80,11512,7,Plywood,1019,Y,1357,1,0,2,1,5,312,Edwards,49,177000
50,5362,6,Wd Sdng,661,Y,1250,2,0,3,1,8,552,Crawfor,97,139000
90,11345,5,AsbShng,928,Y,1920,2,0,4,2,10,400,NAmes,59,137000
60,12936,6,HdBoard,723,Y,1395,1,1,3,1,6,497,NWAmes,37,162000
80,17871,5,HdBoard,1680,Y,1724,1,1,3,1,7,480,NWAmes,42,197900
60,9473,5,VinylSd,1128,Y,2031,2,1,3,1,7,577,CollgCr,6,237000
50,7500,4,MetalSd,698,Y,1128,1,0,2,1,6,528,IDOTRR,90,68400
20,9808,5,VinylSd,1573,Y,1573,2,0,3,1,6,544,CollgCr,7,227000
20,8049,5,HdBoard,1309,Y,1339,2,0,2,1,6,484,Timber,16,180000
20,8800,7,HdBoard,1040,Y,1040,2,0,3,1,5,484,CollgCr,32,150500
90,9400,5,MetalSd,912,Y,1824,2,2,4,2,8,0,Mitchel,39,139000
50,9638,7,Wd Sdng,804,Y,2447,2,0,4,1,10,336,SWISU,91,169000
50,6000,6,MetalSd,780,Y,1412,1,0,4,1,6,280,BrkSide,70,132500
20,9790,5,HdBoard,1328,Y,1328,1,1,3,1,6,528,NWAmes,47,143000
20,36500,5,Wd Sdng,1624,Y,1582,2,0,4,1,7,390,ClearCr,42,190000
120,5664,5,CemntBd,1501,Y,1659,2,0,2,1,5,499,StoneBr,9,278000
60,11065,5,VinylSd,1085,Y,1970,2,1,3,1,8,753,NridgHt,0,281000
80,14112,7,Wd Sdng,1152,Y,1152,1,0,3,1,6,484,NAmes,46,180500
160,1680,7,CemntBd,630,Y,1302,2,1,3,1,6,264,BrDale,37,119500
70,6600,4,Wd Sdng,994,N,2372,2,0,4,2,11,432,OldTown,117,107500
60,10140,5,HdBoard,832,Y,1664,2,1,4,1,8,528,NWAmes,30,162900
20,8172,7,WdShing,864,Y,864,1,0,2,1,5,572,Edwards,51,115000
20,8400,5,HdBoard,1052,Y,1052,1,1,3,1,5,288,NAmes,38,138500
20,8700,6,MetalSd,1120,Y,1128,2,0,3,1,6,525,NAmes,45,155000
180,3675,5,VinylSd,547,Y,1072,2,0,2,1,5,525,Edwards,1,140000
60,63887,5,Stucco,6110,Y,5642,2,1,3,1,12,1418,Edwards,0,160000
20,7500,7,BrkFace,1246,Y,1246,1,1,3,1,6,305,NAmes,51,154000
60,10762,5,VinylSd,978,Y,1983,2,1,3,1,9,490,Gilbert,10,225000
70,7500,7,Wd Sdng,771,Y,1494,1,0,3,1,7,213,Crawfor,67,177500
60,10120,5,VinylSd,1165,Y,2526,2,1,4,1,8,844,NoRidge,12,290000
20,8688,5,VinylSd,1616,Y,1616,2,0,3,1,7,834,Somerst,1,232000
160,3363,5,VinylSd,976,Y,1708,2,0,3,1,7,380,Edwards,2,130000
20,13173,5,VinylSd,1652,Y,1652,2,0,2,1,6,840,NridgHt,3,325000
120,6955,5,VinylSd,1368,Y,1368,2,0,2,1,6,474,NridgHt,1,202500
20,8072,5,VinylSd,990,Y,990,1,0,3,1,5,480,CollgCr,15,138000
20,12000,7,MetalSd,924,Y,1122,1,0,2,1,6,528,OldTown,60,147000
20,7153,5,HdBoard,1278,Y,1294,2,0,3,1,6,496,SawyerW,17,179200
20,17500,8,BrkFace,1902,Y,1902,2,0,3,1,7,567,Crawfor,51,335000
20,8814,5,VinylSd,1274,Y,1274,2,0,3,1,6,508,CollgCr,2,203000
60,9572,5,Wd Sdng,1453,Y,2810,2,1,4,1,9,750,NoRidge,17,302000
60,14774,5,VinylSd,1393,Y,2599,2,1,4,1,10,779,NoRidge,11,333168
20,8190,6,Wd Sdng,948,Y,948,1,0,3,1,5,280,Edwards,53,119000
60,11075,5,HdBoard,952,Y,2112,2,1,4,1,9,576,NAmes,39,206900
20,10226,5,VinylSd,1622,Y,1630,2,0,3,1,8,860,CollgCr,1,295493
120,4230,5,VinylSd,1352,Y,1352,2,0,2,1,5,466,Somerst,1,208900
20,14781,5,VinylSd,1753,Y,1787,2,0,3,1,7,748,CollgCr,5,275000
20,10215,5,Wd Sdng,864,Y,948,1,0,3,1,5,248,Edwards,53,111000
20,8400,3,BrkFace,1478,Y,1478,1,1,3,1,6,442,NAmes,52,156500
20,6627,6,VinylSd,0,N,720,1,0,2,1,4,287,BrkSide,59,72500
60,10186,5,HdBoard,750,Y,1923,2,1,3,1,8,564,NoRidge,18,190000
30,5330,7,VinylSd,420,Y,708,1,0,2,1,5,0,BrkSide,69,82500
20,9986,5,VinylSd,1795,Y,1795,2,0,2,1,7,895,Somerst,1,147000
30,3636,4,AsbShng,796,N,796,1,0,2,1,5,0,IDOTRR,86,55000
30,4270,6,MetalSd,544,Y,774,1,0,3,1,6,0,Edwards,76,79000
20,6600,9,VinylSd,816,Y,816,1,0,3,1,5,264,Mitchel,26,130500
50,10440,7,BrkFace,1510,Y,2792,2,0,5,1,8,520,OldTown,88,256000
60,9084,5,VinylSd,935,Y,1632,2,1,3,1,8,462,Gilbert,8,176500
20,10000,5,VinylSd,1588,Y,1588,2,0,3,1,7,825,Somerst,1,227000
80,10780,5,MetalSd,911,Y,954,1,0,3,1,6,576,CollgCr,30,132500
20,8877,6,MetalSd,816,Y,816,1,0,2,1,3,288,Edwards,71,100000
50,7200,6,Wd Sdng,803,Y,1360,1,1,2,1,6,297,IDOTRR,68,125500
160,2368,6,HdBoard,765,Y,1365,1,1,3,1,7,440,BrDale,39,125000
20,9650,5,Plywood,1350,Y,1334,2,0,2,1,6,630,NWAmes,32,167900
90,9246,5,Plywood,1656,Y,1656,2,0,4,2,8,506,NWAmes,35,135000
30,4118,4,Wd Sdng,693,N,693,1,0,2,1,4,0,OldTown,65,52500
60,13450,5,VinylSd,916,Y,1861,2,1,3,1,8,492,CollgCr,4,200000
20,9560,7,MetalSd,864,Y,864,1,0,3,1,5,288,CollgCr,34,128500
20,8294,5,MetalSd,858,Y,872,1,0,3,1,5,480,NAmes,36,123000
20,13695,5,VinylSd,1114,Y,1114,1,0,3,1,6,576,SawyerW,5,155000
60,9375,5,VinylSd,1284,Y,2169,2,1,3,1,7,647,CollgCr,5,228500
50,7558,6,BrkFace,896,Y,1913,1,1,3,1,9,342,Crawfor,81,177000
60,11103,5,VinylSd,728,Y,1456,2,1,3,1,8,440,CollgCr,1,155835
30,6000,4,MetalSd,960,Y,960,1,0,2,1,5,308,OldTown,87,108500
20,20781,7,BrkFace,1568,Y,2156,2,0,3,1,9,508,NWAmes,38,262500
20,15306,5,VinylSd,1732,Y,1776,2,0,3,1,7,712,Timber,1,283463
20,16196,5,VinylSd,1482,Y,1494,2,0,3,1,5,514,SawyerW,9,215000
70,5250,5,MetalSd,684,N,2358,2,0,4,1,8,0,OldTown,136,122000
90,11643,5,MetalSd,1248,Y,2634,2,2,6,2,12,968,NAmes,40,200000
60,9247,6,HdBoard,858,Y,1716,1,1,4,1,8,490,NAmes,46,171000
50,6000,9,MetalSd,698,Y,1176,1,0,2,1,4,624,BrkSide,72,134900
50,14720,5,VinylSd,2033,Y,3238,2,1,4,1,9,666,NoRidge,15,410000
60,10316,5,VinylSd,992,Y,1865,2,1,3,1,7,839,CollgCr,8,235000
80,10192,6,MetalSd,570,Y,1920,3,0,4,1,8,487,NWAmes,38,170000
20,9477,5,HdBoard,864,Y,892,1,0,3,1,5,264,NAmes,42,110000
20,12537,6,VinylSd,1078,Y,1078,1,1,3,1,6,500,NAmes,39,149900
160,2117,5,MetalSd,756,Y,1573,2,1,3,1,5,440,Somerst,10,177500
20,16737,5,VinylSd,1980,Y,1980,2,0,3,1,8,770,NridgHt,2,315000
70,9842,6,MetalSd,612,Y,2601,3,1,4,1,8,621,SWISU,87,189000
20,16158,5,VinylSd,1530,Y,1530,2,0,3,1,7,430,StoneBr,4,260000
50,12513,4,VinylSd,715,Y,1738,2,0,4,1,7,368,NAmes,89,104900
60,8499,5,VinylSd,616,Y,1412,2,1,3,1,6,432,Gilbert,1,156932
160,3180,5,MetalSd,600,Y,1200,2,1,2,1,4,480,Somerst,1,144152
60,7500,5,VinylSd,814,Y,1674,2,1,3,1,7,663,Somerst,10,216000
60,9179,5,VinylSd,873,Y,1790,2,1,3,1,7,588,CollgCr,9,193000
160,2665,6,CemntBd,757,Y,1475,2,0,4,1,6,336,MeadowV,29,127000
120,4435,5,VinylSd,848,Y,848,1,0,1,1,4,420,CollgCr,6,144000
20,10635,5,VinylSd,1657,Y,1668,2,0,3,1,8,502,CollgCr,7,232000
50,5400,6,CBlock,840,Y,1374,1,0,2,1,6,338,OldTown,89,105000
80,9600,6,AsbShng,992,Y,1661,1,0,3,1,8,377,NAmes,53,165500
60,9750,6,VinylSd,1108,Y,2097,2,1,3,1,8,583,CollgCr,8,274300
20,11400,5,VinylSd,2633,Y,2633,2,1,2,1,8,804,NoRidge,6,466500
60,10625,5,CemntBd,1026,Y,1958,2,1,3,1,9,936,Somerst,3,250000
20,10991,5,VinylSd,1571,Y,1571,2,0,3,1,7,722,Timber,0,239000
30,6292,5,Wd Sdng,768,N,790,1,0,2,1,4,160,SWISU,78,91000
50,10998,5,Wd Sdng,984,Y,1604,2,0,3,1,6,660,Edwards,68,117000
160,1953,5,HdBoard,483,Y,987,1,1,2,1,5,264,BrDale,33,83000
80,9735,5,VinylSd,384,Y,1394,2,1,3,1,7,400,Timber,2,167500
30,8212,3,Stucco,864,N,864,1,0,2,1,5,200,Edwards,96,58500
20,12925,7,BrkFace,1205,Y,2117,2,1,4,1,7,550,NAmes,38,237500
70,7200,7,Wd Sdng,596,Y,1762,1,1,4,1,8,576,OldTown,86,157000
30,25339,7,Wd Sdng,816,Y,1416,2,0,3,1,7,576,Sawyer,89,112000
50,9060,5,WdShing,560,Y,1258,1,0,2,1,6,280,Edwards,70,105000
50,5436,8,VinylSd,796,Y,1154,1,0,3,1,7,240,IDOTRR,88,125500
60,16692,5,Plywood,1392,Y,2784,3,1,5,1,12,564,NWAmes,28,250000
50,8520,7,Stucco,714,N,2526,2,0,5,1,10,216,OldTown,91,136000
20,14892,5,VinylSd,1746,Y,1746,2,0,3,1,7,758,Gilbert,3,377500
50,6000,6,Wd Sdng,735,Y,1218,1,0,3,1,6,440,BrkSide,66,131000
20,9100,5,VinylSd,1525,Y,1525,2,0,3,1,6,541,CollgCr,6,235000
90,8944,5,Plywood,1584,Y,1584,2,0,4,2,8,792,NAmes,42,124000
85,7838,5,HdBoard,864,Y,900,1,0,3,1,6,288,NAmes,39,123000
190,10800,7,Wd Sdng,482,N,1912,2,0,3,2,7,672,OldTown,103,163000
120,4045,5,VinylSd,1356,Y,1500,2,0,2,1,6,648,Blmngtn,0,246578
60,12665,5,VinylSd,1094,Y,2482,2,1,4,1,9,642,Timber,2,281213
20,57200,5,Wd Sdng,747,Y,1687,1,0,3,1,7,572,Timber,62,160000
70,6120,8,MetalSd,939,Y,1513,1,1,4,1,8,180,BrkSide,87,137500
50,7200,4,VinylSd,1208,Y,1904,1,1,3,1,7,240,NAmes,59,138000
50,6171,6,WdShing,976,Y,1608,2,1,3,1,7,216,SWISU,84,137450
50,6000,7,WdShing,862,Y,1158,1,0,3,1,5,208,BrkSide,79,120000
60,7415,5,VinylSd,839,Y,1593,2,1,3,1,8,398,Gilbert,4,193000
20,6762,5,VinylSd,1286,Y,1294,2,0,2,1,6,662,CollgCr,0,193879
20,15256,5,VinylSd,1485,Y,1464,2,0,3,1,6,754,Somerst,0,282922
50,10410,4,Wd Sdng,672,Y,1214,1,0,3,1,6,936,OldTown,91,105000
120,3842,5,CemntBd,1594,Y,1646,2,0,2,1,5,482,Crawfor,4,275000
85,8445,7,HdBoard,768,Y,768,1,0,2,1,5,396,CollgCr,37,133000
20,8780,5,HdBoard,833,Y,833,1,0,3,1,5,0,Mitchel,24,112000
70,7740,7,VinylSd,622,Y,1363,1,0,3,1,6,528,OldTown,100,125500
60,20544,6,Plywood,791,Y,2093,2,1,3,1,7,542,NWAmes,22,215000
60,12420,5,VinylSd,944,Y,1840,2,1,3,1,6,622,CollgCr,8,230000
50,9600,8,VinylSd,856,Y,1668,1,1,3,1,6,271,NAmes,59,140000
90,7200,5,BrkFace,0,N,1040,2,0,2,2,6,420,NAmes,60,90000
20,10994,5,VinylSd,1844,Y,1844,2,0,2,1,7,620,SawyerW,4,257000
50,13053,7,Wd Sdng,833,Y,1848,1,1,4,1,8,370,BrkSide,85,207000
120,3635,5,VinylSd,1386,Y,1569,2,0,1,1,7,660,Blmngtn,2,175900
190,11340,6,VinylSd,777,Y,2290,2,0,4,2,11,560,OldTown,125,122500
60,16545,5,VinylSd,1284,Y,2450,2,1,3,1,7,1069,NoRidge,11,340000
20,9204,5,HdBoard,1144,Y,1144,1,1,3,1,6,336,NAmes,45,124000
20,16381,5,Plywood,1844,Y,1844,2,0,3,1,7,540,Crawfor,37,223000
60,11700,6,HdBoard,708,Y,1416,2,1,3,1,7,776,NWAmes,38,179900
120,4043,5,Plywood,1069,Y,1069,2,0,2,1,4,440,NPkVill,33,127500
120,4435,5,VinylSd,848,Y,848,1,0,1,1,3,420,CollgCr,5,136500
80,19690,7,Plywood,697,Y,2201,2,0,4,1,8,432,Edwards,40,274970
20,9503,5,HdBoard,1024,Y,1344,1,0,2,1,6,484,NAmes,49,144000
20,10721,6,HdBoard,1252,Y,1252,1,0,3,1,7,528,NAmes,49,142000
60,10944,5,VinylSd,1223,Y,2127,2,1,3,1,5,525,NoRidge,14,271000
50,10930,6,MetalSd,913,Y,1558,1,1,3,1,6,288,NAmes,63,140000
30,7200,7,MetalSd,788,Y,804,1,0,2,1,4,240,OldTown,70,119000
20,12546,7,MetalSd,1440,Y,1440,2,0,3,1,7,467,NWAmes,26,182900
60,21930,5,VinylSd,732,Y,1838,2,1,4,1,7,372,Gilbert,1,192140
120,4928,6,Plywood,958,Y,958,2,0,2,1,5,440,NPkVill,33,143750
30,10800,6,Wd Sdng,656,Y,968,2,0,4,1,5,216,OldTown,80,64500
60,10261,5,VinylSd,936,Y,1792,2,1,3,1,8,451,Gilbert,8,186500
20,17400,5,BrkFace,1126,Y,1126,2,0,3,1,5,484,Mitchel,29,160000
20,8400,9,Wd Sdng,1319,Y,1537,1,1,3,1,7,462,NAmes,46,174000
20,9000,6,HdBoard,864,Y,864,1,0,3,1,5,528,NAmes,36,120500
20,12444,5,VinylSd,1932,Y,1932,2,0,2,1,7,774,NridgHt,0,394617
20,7407,7,MetalSd,912,Y,1236,1,0,2,1,6,923,OldTown,53,149700
60,11584,6,HdBoard,539,Y,1725,2,1,3,1,6,550,NWAmes,28,197000
70,11526,7,MetalSd,588,Y,2555,2,0,3,1,11,672,Crawfor,86,191000
120,4426,5,VinylSd,848,Y,848,1,0,1,1,3,420,CollgCr,4,149300
60,11003,5,VinylSd,1017,Y,2007,2,1,3,1,10,812,Somerst,1,310000
30,8854,6,Wd Sdng,952,N,952,1,0,2,1,4,192,BrkSide,93,121000
20,8500,5,VinylSd,1422,Y,1422,2,0,3,1,7,626,CollgCr,3,179600
85,8400,5,VinylSd,814,Y,913,1,0,3,1,6,240,Sawyer,41,129000
20,26142,7,HdBoard,1188,Y,1188,1,0,3,1,6,312,Mitchel,48,157900
60,10000,5,VinylSd,1220,Y,2090,2,1,3,1,8,556,CollgCr,12,240000
50,11767,7,MetalSd,560,N,1346,1,1,2,1,6,384,Edwards,97,112000
180,1533,7,CemntBd,630,Y,630,1,0,1,1,3,0,MeadowV,36,92000
90,9000,5,VinylSd,896,Y,1792,2,2,4,2,8,0,NAmes,35,136000
20,9262,5,CemntBd,1573,Y,1578,2,0,3,1,7,840,Somerst,1,287090
180,3675,5,VinylSd,547,Y,1072,1,0,2,1,5,525,Edwards,1,145000
20,17217,5,VinylSd,1140,Y,1140,1,0,3,1,6,0,Mitchel,0,84500
20,7500,5,VinylSd,1221,Y,1221,2,0,2,1,6,400,Somerst,5,185000
60,7917,5,VinylSd,953,Y,1647,2,1,3,1,7,460,Gilbert,8,175000
20,13175,6,Plywood,1542,Y,2073,2,0,3,1,7,500,NWAmes,32,210000
70,9042,9,CemntBd,1152,Y,2340,2,0,4,1,9,252,Crawfor,69,266500
20,9717,6,MetalSd,1078,Y,1078,1,0,2,1,5,240,NAmes,60,142125
20,9937,6,HdBoard,1256,Y,1256,1,1,3,1,6,276,Edwards,43,147500
